id;categoryName;mainLocale;classifications-it;classifications-de;classifications-en;name;address-it;address-de;address-en;phone;urlPage;email;timetable-it;timetable-de;timetable-en;closingDays-it;closingDays-de;closingDays-en;prices-it;prices-de;prices-en;Equipment-it;Equipment-de;Equipment-en;pictureUrl;ShortDescription-it;ShortDescription-de;ShortDescription-en;pictureWidth;pictureHeight;latitude;longitude;lastModificationDate;status
ristorazione.1028;ristorazione;it;Self-service;Self-service;Self-service;GAIA;Via Maccani 128, Trento;Via Maccani, 128, Trient, Italien;Via Maccani, 128, Trento, Italy;0461/428301;http://www.risto3.it;gaia@risto3.it;11.15 - 14.00;11:15 - 14:00 Uhr;11.15am - 2pm;sabato e domenica;Samstag und Sonntag;Saturday and Sunday;10;10;10;"Parcheggio; Ascensore; Servizi igienici dedicati;";"Parkplatz, Aufzug, behindertengerechte Toiletten;";"Car park; lift; disabled toilets;";gaia.jpg;"""Gaia"" è il primo ristorante self realizzato da Risto 3. Il locale dotato di parcheggio privato, dispone di due ampie sale ristorante. Per chi desidera un ambiente riservato, il locale mette a disposizione una saletta con circa 20 posti con servizio al tavolo.";"""Gaia"" ist das erste von Risto 3 eröffnete Selfservice-Restaurant. Das Lokal verfügt über einen Privatparkplatz und zwei großräumige Restaurantsäle. Wer ein diskreteres Ambiente bevorzugt, kann sich in den kleinen Saal mit 20 Sitzmöglichkeiten und Bedienung am Tisch zurückziehen.";"""Gaia"" is the first self-service restaurant founded by Risto 3. The restaurant has a private car park and two large restaurant rooms. For those who seek a more intimate atmosphere, the restaurant also has a small room with table service that can seat about 20 people.";0;240;46.088911;11.109862;23/05/2014 12:00 AM +0100;1
ristorazione.1029;ristorazione;it;Self-service;Self-service;Self-service;GIULIA;Via Gazzoletti 15, Trento;Via Gazzoletti, 15, Trient, Italien;Via Gazzoletti, 15, Trento, Italy;0461/984752;http://www.risto3.it;giulia@risto3.it;11.45 - 14.30;11:45 - 14:30 Uhr;11.45am - 2.30pm;sabato e domenica;Samstag und Sonntag;Saturday and Sunday;10;10;10;"Piattaforma elevatrice; Servizi igienici dedicati;";"Hebefläche; behindertengerechte Toiletten;";"Platform lift; disabled toilets;";giulia.jpg;"A due passi dal Castello del Buonconsiglio, si trova il ristorante self ""Giulia"" recentemente ristrutturato con un arredo dal design moderno. Il ristorante propone una vasta scelta di proposte gastronomiche con modalità a buffet servito dallo chef.";"Nur wenige Schritte vom Schloss Buonconsiglio entfernt liegt das erst kürzlich renovierte und modern eingerichtete Selfservice-Restaurant ""Giulia"". Das vom Chef servierte Buffet bietet eine reichhaltige Auswahl.";"A short walk from Castello del Buonconsiglio, the self-service restaurant ""Giulia"" has been recently renovated with modern furnishings. The restaurant has a wide choice of food served at a buffet by the chef.";0;240;46.07187;11.122136;23/05/2014 12:00 AM +0100;1
ristorazione.1030;ristorazione;it;Self-service;Self-service;Self-service;GLENDA;Via Trener 16, Trento;Via Trener, 16, Trient, Italien;Via Trener, 16, Trento, Italy;0461/822160;http://www.risto3.it;glenda@risto3.it;11.45 - 14.30;11:45 - 14:30 Uhr;11.45am - 2.30pm;sabato e domenica;Samstag und Sonntag;Saturday and Sunday;10;10;10;"Parcheggio; Rampa di accesso; Piattaforma elevatrice; Ascensore; Servizi igienici dedicati;";"Parkplatz; Zufahrtsrampe; Hebefläche, Aufzug, behindertengerechte Toiletten;";"Car park; access ramp; platform lift; lift; disabled toilets;";glenda.jpg;"Il ristorante self ""Glenda"" si trova all'interno del Centro Commerciale a Sud di Trento ""Bren Center"". Dispone di ampio parcheggio ed è facilmente raggiungibile sia da direzione nord sia da direzione da sud.";"Das Selfservice-Restaurant ""Glenda"" liegt im Einkaufszentrum ""Bren Center"" im Norden von Trient. Es verfügt über einen großen Parkplatz und ist sowohl aus nördlicher als auch aus südlicher Richtung leicht erreichbar.";"The self-service restaurant ""Glenda"" is situated within the ""Bren Center"" shopping centre in the northern part of Trento. It has a large car park and is easy to reach both from the north and from the south of Trento.";0;240;46.093624;11.114558;23/05/2014 12:00 AM +0100;1
ristorazione.1031;ristorazione;it;"Ristorante; Pizzeria; Osteria";"Restaurant; Pizzeria; Osteria";"Restaurant; Pizzeria; Osteria";GREEN TOWER;Piazza S. Pellico 12, Trento;Piazza S. Pellico, 12, Trient, Italien;Piazza S. Pellico, 12, Trento, Italy;0461/231545;http://www.ristorantegreentower.it;info@ristorantegreentower.it;12.00 - 15.00/ 19.00 - 02.00;12:00 - 15:00 / 19:00 - 02:00 Uhr;12noon - 3pm/ 7pm - 2am;lunedì;Montag;Monday;20 - 25;20 - 25;20 - 25;"Rampa di accesso; Piattaforma elevatrice; Servizi igienici dedicati;";"Zufahrtsrampe; Hebefläche; behindertengerechte Toiletten;";"Access ramp; platform lift; disabled toilets;";green_tower.jpg;;;;0;213;46.072003;11.124526;23/05/2014 12:00 AM +0100;1
ristorazione.1032;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";GROFF;Via E. Fermi 7, Trento;Via E. Fermi, 7, Trient, Italien;Via E. Fermi, 7, Trento, Italy;0461/1920139;http://www.pizzorante.eu;info@pizzorante.eu;08,00 - 24.00;08.00 – 24.00 Uhr;8am - 12midnight;;;;pizza e bibita 12 ristorante 30-35;Pizza + Getränk 12 - Restaurant 30-35;pizza and drink 12 restaurant 30-35;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";groff.jpg;;;;0;213;46.04718;11.126197;28/05/2014 12:00 AM +0100;1
ristorazione.1033;ristorazione;it;Ristorante;Restaurant;Restaurant;IL CAPPELLO;Piazzetta Bruno Lunelli 5, Trento;Piazzetta Bruno Lunelli, 5, Trient, Italien;Piazzetta Bruno Lunelli, 5, Trento, Italy;0461/235850;http://www.osteriailcappello.it;info@osteriailcappello.it;10.00 - 14.00/ 19.30 - 22.00;10:00 - 14:00 / 19:30 - 22:00 Uhr;10am - 2pm/ 7.30pm - 10pm;domenica sera e lunedì;Sonntag Abend und Montag;Sunday evening and Monday;30 - 40;30 - 40;30 - 40;"Rampa di accesso; Servizi igienici dedicati;";"Zufahrtsrampe; behindertengerechte Toiletten;";"Access ramp; disabled toilets;";cappello.jpg;;;;0;0;46.069604;11.12523;23/05/2014 12:00 AM +0100;1
ristorazione.1034;ristorazione;it;Self-service;Self-service;Self-service;IL GUSTO DELLA COOPERAZIONE;Via Segantini 10, Trento;Via Segantini, 10, Trient, Italien;Via Segantini, 10, Trento, Italy;0461/1734477;http://www.risto3.it;risto3@risto3.it;11.30 - 14.30                       ;11:30 - 14:30 Uhr                       ;11.30am - 2.30pm                       ;sabato e domenica;Samstag und Sonntag;Saturday and Sunday;10;10;10;"Parcheggio; Ascensore; Servizi igienici dedicati;";"Parkplatz, Aufzug, behindertengerechte Toiletten;";"Car park; lift; disabled toilets;";cooperazione.jpg;"Il ""Gusto della cooperazione"" prende il nome dalla sua collocazione: infatti, si trova nella storica sede della Federazione Trentina della Cooperazione. Propone un servizio a buffet. Su prenotazione, si può fruire del servizio ristorante con cameriere, in una caratteristica ed elegante sala privata.";"Der Name ""Gusto della cooperazione"" (der Geschmack der Kooperation) geht auf den Standort zurück: tatsächlich liegt dieses Restaurant im historischen Sitz der Trentiner Genossenschaftsvereinigung. Buffet-Service. Nach Reservierung steht ein eleganter Privatsaal zur Verfügung, in dem ein Restaurantservice mit Bedienung geboten wird.";"The ""Gusto della cooperazione"" (""The taste of cooperation"") takes its name from its position: in fact it is housed in the historic premises of the Federazione Trentina della Cooperazione (Trentino Federation of Cooperatives). It offers a buffet service. A characteristic and elegant private room can be booked with waiter service.";0;240;46.075168;11.122077;23/05/2014 12:00 AM +0100;1
ristorazione.1035;ristorazione;it;Osteria;Osteria;Osteria;IL LIBERTINO;Piazza Piedicastello 4/6, Trento;Piazza Piedicastello, 4/6, Trient, Italien;Piazza Piedicastello, 4/6, Trento, Italy;0461/260085;http://www.ristorantelibertino.com;libertinotn@gmail.com;12.00 - 14.30/ 19.00 - 22.30;12:00 - 14:30 / 19:00 - 22:30 Uhr;12noon - 2.30pm/ 7pm - 10.30pm;martedì;Dienstag;Tuesday;30 - 40;30 - 40;30 - 40;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";libertino.jpg;"Il ristorante enologico, ""Il Libertino"" si trova in un antico edificio della piazzetta di Piedicastello, antico rione della città di Trento. Il locale si presenta caldo ed accogliente, con luci soffuse, arredamento sobrio ed elegante ed è articolato su tre salette, per un totale di 40/45 coperti circa. La cucina proposta è di tipo prevalentemente regionale, legata alle materie prime del territorio ed alla stagionalità dei prodotti, la filosofia è quella di produrre il più  possibile in casa: pane, pasta, tortelli, gnocchi, canederli, dolci. Particolare attenzione è dedicata alla carta dei vini (oltre 300 etichette).";"Das Weinrestaurant ""Il Libertino"" liegt in einem antiken Gebäude auf dem kleinen Platz von Piedicastello, einem alten Stadtviertel Trients. Das gemütliche Restaurant mit gedämmter Lichtatmosphäre, das drei Säle mit circa 40-50 Sitzplätzen umfasst, ist schlicht und elegant eingerichtet. Auf der Speisekarte stehen vorrangig lokale Gerichte mit saisonalen Produkten aus der Region. In der Philosophie des Hauses nehmen hausgemachte Produkte eine besondere Stellung ein: Brot, Tortelli, Gnocchi, Knödel, Süßspeisen und Kuchen.  Auch die Weinkarte ist sehr sorgfältig erstellt (über 300 Weine).";"The oenological restaurant ""Il Libertino"" is hosted in an old building on the small square of Piedicastello, an old quarter of Trento. The warm and welcoming restaurant is simply and elegantly furnished, with soft lighting, and is spread over three small rooms that can seat about 40/45 people. The dishes served are mainly regional, based on local products and seasonal ingredients. The philosophy followed is to home-cook as many products as possible: bread, pasta, tortelli, dumplings, canederli (typical bread dumplings) and cakes. Special care is dedicated to compiling the wine-list (over 300 labels).";0;240;46.07078;11.112298;27/05/2014 12:00 AM +0100;1
ristorazione.1036;ristorazione;it;"Ristorante; Wine Bar";"Restaurant; Wine Bar";"Ristorante; Wine Bar";IL SIMPOSIO;Via Antonio Rosmini 19, Trento;Via Antonio Rosmini, 19, Trient, Italien;Via Antonio Rosmini, 19, Trento, Italy;0461/261848;http://www.ilsimposio.net;ilsimposiotrento@gmail.com;ristorante 12.00 - 14.30/ 19.00 - 24.00;Restaurant 12.00 - 14.30/ 19:00 - 24.00 Uhr;restaurant 12noon - 2.30pm/ 7pm - 12 midnight;domenica;Sonntag;Sunday;8 - 13;8 - 13;8 - 13;;;;simposio.jpg;;;;0;168;46.068292;11.118877;27/05/2014 12:00 AM +0100;1
ristorazione.1037;ristorazione;it;Self-service;Self-service;Self-service;ISOTTA;Via Marinai d'Italia 30, Trento;Via Marinai d'Italia 32, Trient, Italien;Via Marinai d'Italy 32, Trento, Italy;0461/1734471;http://www.risto3.it;isotta@risto3.it;11.30 - 14.30;11:30 - 14:30 Uhr;11.30am - 2.30pm;sabato e domenica;Samstag und Sonntag;Saturday and Sunday;10;10;10;"Parcheggio; Servizi igienici dedicati;";"Parkplatz; behindertengerechte Toiletten;";"Car park, disabled toilets;";isotta.jpg;"Moderno ristorante self situato nella zona di Trento sud presso il complesso ""al Marinaio"". La cucina si caratterizza per le proposte culinarie in un'ottica salutista, ampia scelta di verdure, pizza cotta al momento. La modalità di servizio è a buffet servito dallo chef.";"Modernes Selfservice-Restaurant nahe des im südlichen Teil von Trient gelegenen Gebäudekomplexes ""al Marinaio"".  Die Küche bietet gesund zubereitete Speisen, eine große Gemüseauswahl und frisch gebackene Pizza. Die Gäste bedienen sich an einem vom Chef servierten Buffet.";"Modern self-service restaurant in the southern part of Trento in the ""Al Marinaio"" complex. The cuisine is characterised by wellness-oriented options, a wide choice of vegetables and pizza baked on demand. Food is served at a buffet by the chef.";0;188;46.035169;11.126473;23/05/2014 12:00 AM +0100;1
ristorazione.1038;ristorazione;it;Ristorante;Restaurant;Restaurant;L'ALTRO ISOTTA;Via Marinai d'Italia 30, Trento;Via Marinai d'Italia 32, Trient, Italien;Via Marinai d'Italy 32, Trento, Italy;0461/1734471;http://www.risto3.it;laltro@risto3.it;18,30-23,00;18,30-23,00 Uhr;6.30pm -11pm;domenica, lunedì, martedì;Sonntag, Montag, Dienstag;Sunday, Monday, Tuesday;10;10;10;"Parcheggio; Servizi igienici dedicati;";"Parkplatz; behindertengerechte Toiletten;";"Car park, disabled toilets;";altro_isotta.jpg;Il ristorante, con apertura serale, è caratterizzato da ampi spazi in una moderna concezione di design, ambiente informale. Adatto a riunioni di famiglia, incontri con gli amici, cene aziendali.;Dieses abends geöffnete und großzügig geschnittene Restaurant zeichnet sich durch ein modernes Design und eine informelle Atmosphäre aus. Für Familienfeiern, Treffen mit Freunden, Firmenessen geeignet.;The restaurant, open in the evenings, has spacious rooms with a modern design imprint and an informal atmosphere. Suited for family reunions, evenings with friends, company dinners.;0;213;46.037359;11.124555;23/05/2014 12:00 AM +0100;1
ristorazione.1039;ristorazione;it;Ristorante;Restaurant;Restaurant;LA CANTINOTA;Via S. Marco 22/24, Trento;Via S. Marco, 22/24, Trient, Italien;Via S. Marco, 22/24, Trento, Italy;0461/238527;http://www.cantinota.editarea.com;cantinota@hotmail.it;12.00 - 15.00/ 19.00 - 23.00;12:00 - 15:00 / 19:00 - 23:00 Uhr;12noon - 3pm/ 7pm - 11pm;giovedì;Donnerstag;Thursday;25;25;25;"Rampa di accesso; Servizi igienici dedicati;";"Zufahrtsrampe; behindertengerechte Toiletten;";"Access ramp; disabled toilets;";cantinota.jpg;;;;0;0;46.07003;11.125029;23/05/2014 12:00 AM +0100;1
ristorazione.1040;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";LA POSADA;Largo G. Carducci 24, Trento;Largo G. Carducci, 24, Trient, Italien;Largo G. Carducci, 24, Trento, Italy;0461/262694;;roberto_ciervo@excite.it;12.00 14.00/ 19.00 - 23.00;12.00 - 14.00/ 19.00 - 23.00 Uhr;12noon- 2pm/ 7pm - 11pm;domenica;Sonntag;Sunday;15;15;15;"Rampa di accesso;";"Zufahrtsrampe;";"Access ramp;";posada.jpg;;;;0;240;46.068394;11.124459;23/05/2014 12:00 AM +0100;1
ristorazione.1041;ristorazione;it;Ristorante;Restaurant;Restaurant;LA STUA;Via dei Mille 20, Trento;Via dei Mille, 20, Trient, Italien;Via dei Mille, 20, Trento, Italy;0461/915879;;pisonithomas@virgilio.it;07.30 - 19.00  (ristorazione solo a pranzo);07.30 - 19.00 Uhr (nur zum Mittagstisch geöffnet);7.30am - 7pm (restaurant only at lunchtime);domenica - mesi nov. Dic. Aperto tutti ti giorni;Sonntag - November und Dezember Täglich geöffnet;Sunday - month of Nov. Dec. open every day;dai 20 ai 30;von 20 bis 30;from 20 to 30;"Ingresso con gradini;";"Eingang mit Stufen;";"Entrance with steps;";stua.jpg;;;;0;240;46.062366;11.127994;23/05/2014 12:00 AM +0100;1
ristorazione.1042;ristorazione;it;Ristorante;Restaurant;Restaurant;LO SCRIGNO DEL DUOMO;Piazza del Duomo 29, Trento;Piazza del Duomo, 29, Trient, Italien;Piazza del Duomo, 29, Trento, Italy;0461/220030;http://www.scrignodelduomo.com;info@scrignodelduomo.com;11.00 - 15.30/ 18.00 - 24.00;11:00 - 15:30/ 18:00 - 24.00 Uhr;11am - 3.30pm/ 6pm - 12midnight;;;;80;80;80;"Rampa di accesso; Servizi igienici dedicati;";"Zufahrtsrampe; behindertengerechte Toiletten;";"Access ramp; disabled toilets;";scrigno.jpg;;;;0;212;46.067432;11.121012;23/05/2014 12:00 AM +0100;1
ristorazione.1043;ristorazione;it;"Pizzeria; Self-service";"Pizzeria; Self-service";"Pizzeria; self-service";MAGNETE;Passaggio B. Disertori 26, Trento;Passaggio B. Disertori, 26, Trient, Italien;Passaggio B. Disertori, 26, Trento, Italy;0461/420196;;fabriziolibardi@hotmail.com;11.30 - 16.30;11:30 - 16:30 Uhr;11.30am - 4.30pm;domenica;Sonntag;Sunday;10;10;10;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";magnete.jpg;;;;0;213;46.090667;11.115089;23/05/2014 12:00 AM +0100;1
ristorazione.1044;ristorazione;it;Ristorante;Restaurant;Restaurant;MASO FINISTERRE;Via S.S. Cosma e Damiano 6, Trento;Via S.S. Cosma e Damiano, 6, Trient, Italien;Via S.S. Cosma e Damiano, 6, Trento, Italy;0461/825752;http://www.masofinisterre.it;masofinisterre@yahoo.it;12.00 14.00/ 19.00 - 22.00;12.00 - 14.00/ 19.00 - 22:00 Uhr;12noon - 2pm/ 7pm - 10pm;lunedì;Montag;Monday;20 - 25;20 - 25;20 - 25;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";finisterre.jpg;;;;0;240;46.083732;11.099655;23/05/2014 12:00 AM +0100;1
ristorazione.1045;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";NIKY'S RESTAURANT;Via S. Pio X 29, Trento;Via S. Pio X, 29, Trient, Italien;Via S. Pio X, 29, Trento, Italy;0461/390828;http://www.nikys.it;info@nikys.it;dal lunedì al sabato 12-14.30/18.30-23 domenica (da ottobre a maggio) 18.30 - 22.00;von Montag bis Samstag 12-14.30/18.30-23 Uhr - Sonntag (von Oktober bis Mai) 18.30 - 22.00 Uhr;from Monday to Saturday 12noon - 2.30pm/6.30pm - 11pm, Sunday (from October to May) 6.30pm - 10pm;domenica (solo da giugno a ottobre);Sonntag (nur von Juni bis Oktober);Sunday (only from June to October);pizze 5 - 8,50 ristorante 10 -30;Pizza 5 - 8,50 - Restaurant 10-30;pizza 5 - 8.50 restaurant 10-30;"Servizi igienici dedicati;";"Behindertengerechte Toiletten;";"Disabled toilets;";niky.jpg;;;;0;0;46.05602;11.120221;23/05/2014 12:00 AM +0100;1
ristorazione.1046;ristorazione;it;Ristorante;Restaurant;Restaurant;NUOVA CASTELLI;Piazza Centa 11, Trento;Piazza Centa, 11, Trient, Italien;Piazza Centa, 11, Trento, Italy;0461/827079;;castellife@gmail.com;12.00 - 14.30/ 18.30 - 23.30;12:00 - 14:30 / 18:30 - 23:30 Uhr;12noon - 2.30pm/ 6.30pm - 11.30pm;sabato e domenica a pranzo;Samstag und Sonntag zu Mittag;Saturday and Sunday at lunchtime;15 - 30;15 - 30;15 - 30;;;;nuova_castelli.jpg;;;;0;213;46.076167;11.123882;23/05/2014 12:00 AM +0100;1
ristorazione.1047;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";VESUVIO;Via Malvasia 103, Trento;Via Malvasia, 103, Trient, Italien;Via Malvasia, 103, Trento, Italy;0461/987303;;alvesuvio@yahoo.it;12.00 - 14.30/ 18.30 - 02.00;12:00 - 14:30 / 18:30 - 02:00 Uhr;12noon - 2.30pm/ 6.30pm - 2am;nessuno;Donnerstag und Samstag zu Mittag;Thursday and Saturday at lunchtime;pizza 6 ristorante 13 pesce 25;Pizza 6 - Restaurant 13 - Fisch 25;pizza 6, restaurant 13, fish 25;"Parcheggio;";"Parkplatz;";"Car park;";vesuvio.jpg;;;;0;240;46.075192;11.125121;23/05/2014 12:00 AM +0100;1
ristorazione.1048;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";OLD BAR&FOOD;Via Roggia Grande  8, Trento;Via Roggia Grande, 8, Trient, Italien;Via Roggia Grande, 8, Trento, Italy;0461/263263;http://www.oldbar.it;info@oldbar.it;11.00 - 15.00/ 19.00 - 24.00;11:00 - 15:00/ 19:00 - 24.00 Uhr;11am - 3pm/ 7pm - 12midnight;domenica;Sonntag;Sunday;menù con 4 portate 28 €;4-Gängemenü für 28 Euro,;menu with 4 courses 28;"Rampa di accesso; Ingresso con gradini; Servizi igienici dedicati;";"Zufahrtsrampe; Eingang mit Stufen; behindertengerechte Toiletten;";"Access ramp; entrance with steps; disabled toilets;";old.jpg;;;;3;320;46.067477;11.124493;28/05/2014 12:00 AM +0100;1
ristorazione.1049;ristorazione;it;Ristorante;Restaurant;Restaurant;OLYMPIC RESTAURANT;Via R. da Sanseverino 125, Trento;Via R. da Sanseverino, 125, Trient, Italien;Via R. da Sanseverino, 125, Trento, Italy;0461/391215;http://www.hotelsportingtrento.com;info@hotelsportingtrento.com;12.00 - 14.00/ 19.00 - 22.00;12:00 - 14:00 / 19:00 - 22:00 Uhr;12noon - 2pm/ 7pm - 10pm;domenica;Sonntag;Sunday;a partire da 25€ bevande escluse;ab 25 Euro, Getränke ausgenommen;from 25 €, drinks not included;"Parcheggio; Ascensore; Servizi igienici dedicati;";"Parkplatz, Aufzug, behindertengerechte Toiletten;";"Car park; lift; disabled toilets;";olympic.jpg;;;;0;223;46.051124;11.112327;27/05/2014 12:00 AM +0100;1
ristorazione.1050;ristorazione;it;Specialità orientali;Orientalische Spezialitäten;Oriental specialities;ORIENT;Via Giovanni Zanella 3, Trento;Via Giovanni Zanella, 3, Trient, Italien;Via Giovanni Zanella, 3, Trento, Italy;0461/234435;;;;;;;;;;;;;;;orient.jpg;;;;0;0;46.067408;11.117869;27/05/2014 12:00 AM +0100;1
ristorazione.1051;ristorazione;it;Trattoria;Gastwirtschaft;Trattoria;ORSO GRIGIO;Via degli Orti 19, Trento;Via degli Orti, 19, Trient, Italien;Via degli Orti, 19, Trento, Italy;0461/984400;;info@orsogrigiotrento.com;12.00 - 14.00/ 19.30 - 22.00;12:00 - 14:00/ 19:30 - 22:00 Uhr;12noon - 2pm / 7.30pm - 10pm;domenica;Sonntag;Sunday;25 - 35;25 - 35;25 - 35;"Rampa di accesso; Servizi igienici dedicati;";"Zufahrtsrampe; behindertengerechte Toiletten;";"Access ramp; disabled toilets;";orso_grigio.jpg;;;;0;105;46.065564;11.122434;23/05/2014 12:00 AM +0100;1
ristorazione.1052;ristorazione;it;Trattoria;Gastwirtschaft;Trattoria (family restaurant);OSTERIA VINERIA S. MARTINO;Via S. Martino 42, Trento;Via S. Martino, 42, Trient, Italien;Via S. Martino, 42, Trento, Italy;0461/263975;;;12.00 - 21.00;12:00 - 21:00 Uhr;12noon - 9pm;sabato a pranzo e domenica;Samstag zu Mittag und Sonntag;Saturday at lunchtime and Sunday;20 - 25;20 - 25;20 - 25;"Rampa di accesso; Servizi igienici dedicati;";"Zufahrtsrampe; behindertengerechte Toiletten;";"Access ramp; disabled toilets;";san_martino.jpg;;;;0;240;46.073188;11.125336;23/05/2014 12:00 AM +0100;1
ristorazione.1053;ristorazione;it;Ristorante;Restaurant;Restaurant;PATELLI;Via Dietro Le Mura A 1/5, Trento;Via Dietro Le Mura A, 1/5, Trient, Italien;Via Dietro Le Mura A, 1/5, Trento, Italy;0461/235236;;ristopat@tiscali.it;12.00 - 14.15/ 19.00 - 22.30;12:00 - 14:15 / 19:00 - 22:30 Uhr;12noon - 2.15pm/ 7pm - 10.30pm;sabato a pranzo e domenica;Samstag zu Mittag und Sonntag;Saturday at lunchtime and Sunday;20 - 35;20 - 35;20 - 35;"Rampa di accesso; Piattaforma elevatrice; Ingresso con gradini; Servizi igienici dedicati;";"Zufahrtsrampe; Hebefläche; Eingang mit Stufen; behindertengerechte Toiletten;";"Access ramp; platform lift; entrance with steps; disabled toilets;";patelli.jpg;;;;1;478;46.065417;11.123131;23/05/2014 12:00 AM +0100;1
ristorazione.1054;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";BIRRERIA PEDAVENA;Via Santa Croce 15, Trento;Via Santa Croce, 15, Trient, Italien;Via Santa Croce, 15, Trento, Italy;0461/986255;http://www.birreriapedavena.com;info@birreriapedavena.com;;;;martedì;Dienstag;Tuesday;primo 6,50 piatto tipico 11,50;erster Gang 6,50 - typische Platte 11,50;first course 6.50, local dish 11.50;"Rampa di accesso; Servizi igienici dedicati;";"Zufahrtsrampe; behindertengerechte Toiletten;";"Access ramp; disabled toilets;";pedavena.jpg;;;;0;240;46.064685;11.123461;23/05/2014 12:00 AM +0100;1
ristorazione.1055;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";PETRARCA;Via Petrarca 4, Trento;Via Petrarca, 4, Trient, Italien;Via Petrarca, 4, Trento, Italy;0461/983189;;ristorante.petrarca@gmail.com;12.00 - 14.00/ 18.00 - 23.00;12:00 - 14:00 / 18:00 - 23:00 Uhr;12noon - 2pm/ 6pm - 11pm;sabato a pranzo e domenica;Samstag zu Mittag und Sonntag;Saturday at lunchtime and Sunday;a partire da 6 euro;ab 6 euro;from 6 euro;"Parcheggio; Ingresso con gradini; Servizi igienici dedicati;";"Parkplatz; Eingang mit Stufen; behindertengerechte Toiletten;";"Car park; entrance with steps; disabled toilets;";petrarca.jpg;;;;0;240;46.074838;11.123826;27/05/2014 12:00 AM +0100;1
ristorazione.1056;ristorazione;it;Trattoria;Gastwirtschaft;Trattoria (family restaurant);PIEDICASTELLO;Piazza Piedicastello 12, Trento;Piazza Piedicastello, 12, Trient, Italien;Piazza Piedicastello, 12, Trento, Italy;0461/230730;;;12.00 15.00/ 19.00 - 24.00;12.00 15:00/ 19:00 - 24.00 Uhr;12noon - 3pm/ 7pm - 12midnight;domenica;Sonntag;Sunday;20 - 25;20 - 25;20 - 25;"Servizi igienici dedicati;";"Behindertengerechte Toiletten;";"Disabled toilets;";piedicastello.jpg;;;;0;0;46.07099;11.112744;23/05/2014 12:00 AM +0100;1
ristorazione.1057;ristorazione;it;Pizzeria;Pizzeria;Pizzeria;PIZZA GRANDA;Via A. Manzoni 35, Trento;Via A. Manzoni, 35, Trient, Italien;Via A. Manzoni, 35, Trento, Italy;0461/236008;;pizza.granda@libero.it;12.00 - 15.00/ 18.00 - 24.00;12:00 - 15:00/ 18:00 - 24.00;12noon - 3pm/ 6pm - 12midnight;;;;;;;"Parcheggio; Rampa di accesso; Ingresso con gradini; Servizi igienici dedicati;";"Parkplatz; Zufahrtsrampe; Eingang mit Treppen; behindertengerechte Toiletten;";"Car-park; access ramp; entrance with steps; disabled toilets;";piazza_granda.jpg;;;;0;240;46.072873;11.12507;27/05/2014 12:00 AM +0100;1
ristorazione.1058;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";PRIMAVERA;Via Suffragio 92, Trento;Via Suffragio, 92, Trient, Italien;Via Suffragio, 92, Trento, Italy;0461/239840;;;12.00 - 14.00/ 18.30 - 23.00;12:00 - 14:00 / 18:30 - 23:00 Uhr;12noon - 2pm/ 6.30pm - 11pm;venerdì;Freitag;Friday;;;;"Rampa di accesso;";"Zufahrtsrampe;";"Access ramp;";primavera.jpg;;;;0;240;46.070745;11.124791;27/05/2014 12:00 AM +0100;1
ristorazione.1059;ristorazione;it;"Ristorante; Pizzeria; Bar";"Restaurant; Pizzeria; Bar";"Restaurant; Pizzeria; Bar";RENEE';Via Maccani 203, Trento;Via Maccani, 203, Trient, Italien;Via Maccani, 203, Trento, Italy;0461/823980;;ristoranterenee@libero.it;06.30 - 24.00;06.30 - 24.00 Uhr;6.30am - 12 midnight;sabato mattina e domenica;Samstag früh und Sonntag;Saturday morning and Sunday;cucina 15/30 pizza bibite 10;Küche 15/30 - Pizza Getränke 10;Restaurant 15/30, pizza and drinks 10;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";renee.jpg;;;;0;180;46.093829;11.105541;23/05/2014 12:00 AM +0100;1
